mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_strength,param_learning_rate,param_l2_leaf_reg,param_iterations,param_depth,param_bagging_temperature,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_rmse
4.693161678314209,0.9473226670706124,0.04403505325317383,0.008580976540598036,0.5,0.08,3,800,5,1,"{'random_strength': 0.5, 'learning_rate': 0.08, 'l2_leaf_reg': 3, 'iterations': 800, 'depth': 5, 'bagging_temperature': 1}",-5.47665837368262,-5.012845068133657,-4.997909914362816,-5.4803318626953725,-5.480608468489478,-5.289670737472789,0.23217669435115604,2,5.289670737472789
6.849427556991577,1.712249774468262,0.078407621383667,0.05594115929442537,0,0.08,7,500,7,5,"{'random_strength': 0, 'learning_rate': 0.08, 'l2_leaf_reg': 7, 'iterations': 500, 'depth': 7, 'bagging_temperature': 5}",-5.561992642664227,-5.0982872078966555,-4.946965432294548,-5.581551057231838,-5.543341037714107,-5.346427475560275,0.26894977498891204,6,5.346427475560275
37.58197798728943,2.738596598006997,0.04231061935424805,0.005366413657816619,0.5,0.08,5,500,10,2,"{'random_strength': 0.5, 'learning_rate': 0.08, 'l2_leaf_reg': 5, 'iterations': 500, 'depth': 10, 'bagging_temperature': 2}",-5.639959936179072,-5.090246633137198,-5.032015317448256,-5.83503194425157,-5.5488062880956175,-5.429212023822343,0.31498255128299585,16,5.429212023822343
2.33762731552124,0.5743297704080317,0.06295771598815918,0.046306041454898195,0.5,0.03,3,500,4,2,"{'random_strength': 0.5, 'learning_rate': 0.03, 'l2_leaf_reg': 3, 'iterations': 500, 'depth': 4, 'bagging_temperature': 2}",-5.844308939565707,-5.437452200467585,-5.456257740117255,-6.158777303131353,-5.911390761875289,-5.761637389031438,0.27760891043778385,33,5.761637389031438
4.412411832809449,1.2315850488493132,0.06532039642333984,0.05165790431645246,5,0.05,3,800,5,2,"{'random_strength': 5, 'learning_rate': 0.05, 'l2_leaf_reg': 3, 'iterations': 800, 'depth': 5, 'bagging_temperature': 2}",-5.55352269154141,-5.1517741317139505,-5.1021381979307066,-5.581758756672572,-5.58264138833052,-5.394367033237832,0.21915402000519632,11,5.394367033237832
53.90173292160034,3.055937398247558,0.04489178657531738,0.021047658987375643,2,0.08,3,800,10,0,"{'random_strength': 2, 'learning_rate': 0.08, 'l2_leaf_reg': 3, 'iterations': 800, 'depth': 10, 'bagging_temperature': 0}",-5.656515495181451,-5.093432061437842,-5.037306052204562,-5.809767491049699,-5.538255865797501,-5.427055393134211,0.3081217647782201,15,5.427055393134211
18.030411148071288,1.8787390297141797,0.03581194877624512,0.014095670268384678,5,0.03,5,800,8,1,"{'random_strength': 5, 'learning_rate': 0.03, 'l2_leaf_reg': 5, 'iterations': 800, 'depth': 8, 'bagging_temperature': 1}",-5.494893644893555,-5.09627715100625,-5.0940994770110395,-5.8066551236206,-5.603893585629379,-5.419163796432165,0.2828187515587349,13,5.419163796432165
16.97331738471985,1.8337159789292587,0.07584977149963379,0.06327748953421339,1,0.03,1,800,8,0,"{'random_strength': 1, 'learning_rate': 0.03, 'l2_leaf_reg': 1, 'iterations': 800, 'depth': 8, 'bagging_temperature': 0}",-5.445998268986781,-4.961202745163437,-4.988515700360783,-5.6724279804486475,-5.46152297637902,-5.305933534267734,0.28204176347786675,3,5.305933534267734
53.25866837501526,1.2005340094684767,0.019007253646850585,0.0034630321788287656,1,0.03,15,1200,10,0,"{'random_strength': 1, 'learning_rate': 0.03, 'l2_leaf_reg': 15, 'iterations': 1200, 'depth': 10, 'bagging_temperature': 0}",-5.598882331651071,-5.18975755961867,-5.108238406341552,-5.951400140077872,-5.532927357020393,-5.476241158941912,0.30381873485776895,20,5.476241158941912
3.287468433380127,0.8424808707236359,0.023157453536987303,0.014563602144317768,1,0.03,5,500,5,2,"{'random_strength': 1, 'learning_rate': 0.03, 'l2_leaf_reg': 5, 'iterations': 500, 'depth': 5, 'bagging_temperature': 2}",-5.789615079287095,-5.347136066003212,-5.3902994672610145,-6.110079911023971,-5.869398290971162,-5.701305762909291,0.2916542568369731,31,5.701305762909291
