sample_id,actual_price,predicted_price,residual,absolute_percentage_error,prediction_ratio,price_segment
1662,4.7,10.679373515402474,-5.979373515402474,1.2722071306660143,2.272207130453248,Low
2316,2.7,5.96007404792462,-3.26007404792462,1.207434832117476,2.2074348317471055,Low
3552,1.55,3.5427008685105945,-1.9927008685105945,1.285613462725794,2.2856134620806325,Low
5636,7.5,15.34102753649826,-7.84102753649826,1.0454703380603718,2.0454703379270387,Mid
932,2.0,4.1270870858496105,-2.1270870858496105,1.0635435423930335,2.0635435418930332,Low
5510,12.99,28.09223271095917,-15.10223271095917,1.162604519614824,2.1626045195378416,High
1487,18.99,9.35479291889082,9.63520708110918,0.5073832059295311,0.49261679401780956,Premium
5241,1.8,4.498501769802794,-2.698501769802794,1.4991676490575703,2.4991676485020147,Low
5857,4.845,11.366695299799938,-6.521695299799938,1.3460671410637506,2.346067140857352,Low
2516,1.5,0.5040281322380041,0.9959718677619959,0.6639812447320097,0.3360187546013236,Low
5372,2.899,6.311062342498443,-3.4120623424984426,1.176979075999125,2.1769790756541783,Low
3379,5.0,10.074398136918784,-5.074398136918784,1.014879627180781,2.0148796269807807,Low
3889,2.9,5.978482009546546,-3.0784820095465464,1.0615455201672417,2.061545519822414,Low
4352,1.0,4.353532066336245,-3.3535320663362453,3.3535320629827132,4.353532061982713,Low
1672,1.3,5.576936777258055,-4.276936777258055,3.289951364590849,4.289951363821618,Low
95,7.5,2.074226487454219,5.425773512545781,0.7234364682429794,0.2765635316236874,Mid
3217,1.79,5.5334657275269095,-3.7434657275269094,2.0913216343215573,3.091321633762898,Low
4100,1.5,3.133588746638099,-1.633588746638099,1.0890591636993598,2.089059163032693,Low
2997,3.2,6.51440524635385,-3.31440524635385,1.0357516391619057,2.0357516388494057,Low
4591,3.55,8.212998884367277,-4.662998884367277,1.3135208121278188,2.3135208118461286,Low
1042,3.5,1.330946193237231,2.169053806762769,0.6197296588980112,0.3802703408162745,Low
5303,4.25,9.049587572781716,-4.799587572781716,1.1293147227417415,2.1293147225064475,Low
6498,18.006229,38.22870052500897,-20.222471525008967,1.1230819914533956,2.1230819913978594,High
4694,11.0,4.1539716965401015,6.8460283034598985,0.6223662093488666,0.37763379056022434,High
3100,2.6,5.671223265303913,-3.0712232653039133,1.181239716970259,2.1812397165856434,Low
3282,3.7,7.558893125939545,-3.858893125939545,1.0429440878098921,2.0429440875396216,Low
1144,2.9,9.800400008644491,-6.900400008644491,2.3794482780224286,3.379448277677601,Low
3172,1.0,6.011469064750234,-5.011469064750234,5.011469059738764,6.011469058738764,Low
167,9.2,19.634018426085124,-10.434018426085125,1.134132437494673,2.1341324373859774,Mid
3341,1.9,4.123996702631695,-2.223996702631695,1.1705245797164057,2.1705245791900896,Low
877,9.5,4.496383637959277,5.003616362040723,0.5266964591067396,0.47330354078799725,Mid
2069,1.5,3.1994057908450824,-1.6994057908450824,1.13293719314143,2.1329371924747633,Low
4394,2.5,9.723896724036326,-7.223896724036326,2.8895586884587066,3.8895586880587065,Low
3982,3.0,8.688654400556354,-5.688654400556354,1.8962181328867118,2.8962181325533787,Low
5684,20.59,42.54000349552346,-21.950003495523458,1.066051651017844,2.0660516509692766,Premium
4679,3.95,9.17949922778098,-5.2294992277809795,1.3239238547992545,2.32392385454609,Low
1782,13.0,6.492040787895789,6.507959212104211,0.5006122470464307,0.4993877528766462,High
1966,8.9,4.397894145000599,4.502105854999401,0.5058545903925333,0.4941454094951071,Mid
247,6.5,2.6116325689390743,3.8883674310609257,0.5982103739173408,0.401789625928813,Mid
4030,1.7,4.639314338813713,-2.9393143388137126,1.7290084335792377,2.7290084329910025,Low
3518,1.2,3.7437164745943994,-2.543716474594399,2.119763727062196,3.119763726228863,Low
6060,5.69,12.160574650504454,-6.470574650504454,1.1371835939134043,2.137183593737657,Low
3878,4.2,11.741612249275176,-7.541612249275176,1.7956219636856081,2.795621963447513,Low
3296,51.0,25.101890570865287,25.898109429134713,0.5078060672279786,0.49219393275241363,Premium
7130,10.89,24.61625197545262,-13.72625197545262,1.2604455440029543,2.260445543911127,High
5008,38.0,4.1539716965401015,33.846028303459896,0.8906849553307687,0.10931504464291544,Premium
4160,7.4,2.789728673133471,4.610271326866529,0.6230096386815567,0.37699036118330814,Mid
734,1.7,4.78071755282291,-3.08071755282291,1.8121867947121901,2.812186794123955,Low
6513,39.99,19.87913646085078,20.11086353914922,0.5028973127943567,0.4971026871806371,Premium
4335,4.0,8.191559937403342,-4.191559937403342,1.0478899840888631,2.047889983838863,Low
1897,12.5,5.914888873707936,6.585111126292064,0.5268088900612204,0.47319110985877955,High
5015,2.5,5.221097221312641,-2.7210972213126414,1.088438888089681,2.088438887689681,Low
1561,1.2,0.0,1.2,0.9999999991666666,0.0,Low
6072,8.39,38.21203259477492,-29.822032594774917,3.5544734912062506,4.554473491087061,Mid
1420,1.0,2.780019927959059,-1.7800199279590592,1.780019926179039,2.780019925179039,Low
838,1.2,2.547807709545346,-1.3478077095453462,1.123173090351811,2.1231730895184775,Low
2770,29.999999,11.296015584519376,18.70398341548062,0.6234661346107764,0.37653386535589023,Premium
5192,3.8,8.350142835505928,-4.550142835505928,1.1974060090285583,2.1974060087654004,Low
5045,2.8,10.624375845156814,-7.824375845156815,2.7944199437008552,3.7944199433437125,Low
196,1.9,0.3603822826270469,1.539617717372953,0.8103251139803305,0.1896748854933537,Low
6575,38.0,17.05244972250717,20.94755027749283,0.55125132307741,0.4487486768962743,Premium
4825,1.65,3.3329290259193205,-1.6829290259193206,1.0199569847874932,2.0199569841814324,Low
4004,15.0,7.191667285459481,7.808332714540519,0.5205555142679976,0.47944448566533576,High
5091,1.7,4.035952011049281,-2.3359520110492804,1.3740894174559948,2.3740894168677595,Low
1465,1.35,3.239024558661433,-1.8890245586614327,1.3992774498238185,2.399277449083078,Low
1870,33.0,16.30285694630152,16.69714305369848,0.5059740319149244,0.4940259680547726,Premium
1438,5.99,2.9437107598583605,3.0462892401416397,0.5085624774011814,0.4914375224318736,Mid
4664,12.0,5.677937198572325,6.322062801427675,0.5268385667417363,0.47316143317493026,High
6979,5.85,13.73711381363741,-7.887113813637411,1.348224583297297,2.3482245831263566,Mid
1421,1.9,5.246062243934047,-3.3460622439340475,1.7610853906173485,2.761085390091033,Low
4693,29.5,13.216808341566033,16.283191658433967,0.551972598572271,0.4480274013938307,Premium
527,4.5,11.741612249275176,-7.241612249275176,1.6092471661479844,2.609247165925762,Low
