sample_id,actual_price,predicted_price,residual,absolute_error,absolute_percentage_error,price_segment
6456,79.99,43.51925477063652,36.47074522936347,36.47074522936347,0.4559413080248473,Premium
5008,38.0,4.52715090409016,33.47284909590984,33.47284909590984,0.8808644498691836,Premium
6262,110.99,78.00991395033901,32.98008604966098,32.98008604966098,0.2971446621259919,Premium
6753,76.79,45.16258914001875,31.627410859981254,31.627410859981254,0.41186887432698766,Premium
3296,51.0,24.52164636577116,26.47835363422884,26.47835363422884,0.5191834045825423,Premium
6799,56.99,31.698354279058577,25.291645720941425,25.291645720941425,0.4437909408755507,Premium
6514,69.99,44.77355128116959,25.216448718830407,25.216448718830407,0.36028645118545677,Premium
2572,56.99,32.845385095050645,24.144614904949357,24.144614904949357,0.4236640621955728,Premium
7182,57.28,34.417644104305154,22.862355895694847,22.862355895694847,0.399133308227928,Premium
5889,51.0,28.77241853013183,22.22758146986817,22.22758146986817,0.4358349307731831,Premium
6729,78.99,57.76440897805538,21.225591021944616,21.225591021944616,0.2687123815885037,Premium
6067,102.0,81.22170149808244,20.77829850191756,20.77829850191756,0.20370880884033188,Premium
5464,127.0,106.59718717270096,20.402812827299044,20.402812827299044,0.1606520695050267,Premium
5735,99.69,79.35923892191258,20.33076107808742,20.33076107808742,0.20393982423396007,Premium
5978,119.9,100.23379703163867,19.666202968361333,19.666202968361333,0.16402170949288833,Premium
1870,33.0,13.5996604372963,19.4003395627037,19.4003395627037,0.5878890776398731,Premium
6575,38.0,18.72673667263941,19.27326332736059,19.27326332736059,0.5071911401803526,Premium
6513,39.99,20.82974314152981,19.16025685847019,19.16025685847019,0.4791262030005268,Premium
5433,62.99,44.259266770661554,18.730733229338448,18.730733229338448,0.29736042592540224,Premium
2770,29.999999,11.517846383067813,18.482152616932186,18.482152616932186,0.6160717744129297,Premium
6243,47.499,29.061977924172425,18.437022075827578,18.437022075827578,0.38815600487251145,Premium
5724,62.05,44.19369635278163,17.85630364721837,17.85630364721837,0.2877728226741434,Premium
5683,80.49,62.693027654037365,17.79697234596263,17.79697234596263,0.2211078686264321,Premium
6272,47.9,31.346221781269563,16.553778218730436,16.553778218730436,0.3455903594652369,Premium
6889,39.9,23.640214768627736,16.259785231372263,16.259785231372263,0.4075134143098935,Premium
5439,109.0,92.8118390822714,16.188160917728595,16.188160917728595,0.14851523777596404,Premium
6845,49.5,33.34781329167028,16.152186708329722,16.152186708329722,0.3263068021818872,Premium
7248,48.99,32.904357896673744,16.085642103326258,16.085642103326258,0.3283454195345563,Premium
1512,34.99,19.15215295522538,15.837847044774623,15.837847044774623,0.45263924104949943,Premium
3053,52.9,37.08289559232412,15.817104407675878,15.817104407675878,0.2990000833152529,Premium
