sample_id,actual_price,predicted_price,residual,absolute_percentage_error,prediction_ratio,price_segment
2266,2.1,0.8575117188669665,1.2424882811330336,0.5916610859720821,0.4083389135517274,Low
3153,12.0,5.25167229988028,6.74832770011972,0.56236064162978,0.4376393582868867,High
1009,5.3,2.634465743750834,2.665534256249166,0.502930991650233,0.49706900816108773,Low
764,1.8,6.166516349138036,-4.3665163491380365,2.425842414840108,3.425842414284552,Low
4030,1.7,4.373829790137956,-2.6738297901379555,1.572841052097126,2.572841051508891,Low
3518,1.2,3.954047311996078,-2.7540473119960778,2.295039424750865,3.295039423917532,Low
3878,4.2,9.088199716953069,-4.888199716953069,1.1638570751879074,2.1638570749498123,Low
4913,1.6,0.5693622612670808,1.0306377387329193,0.6441485863054817,0.35585141306951834,Low
3296,51.0,24.52164636577116,26.47835363422884,0.5191834045825423,0.48081659539784993,Premium
1701,4.5,9.21997074980642,-4.71997074980642,1.048882388612786,2.0488823883905636,Low
7130,10.89,24.35089319622672,-13.46089319622672,1.2360783466474419,2.2360783465556144,High
5008,38.0,4.52715090409016,33.47284909590984,0.8808644498691836,0.11913555010450065,Premium
323,5.89,2.6638949422679,3.2261050577320995,0.5477258161603351,0.4522741836698856,Mid
4160,7.4,2.684421877436895,4.715578122563105,0.6372402867467385,0.3627597131181264,Mid
88,6.99,14.090387498996709,-7.100387498996708,1.0157922028585,2.0157922027154385,Mid
734,1.7,7.936247357359379,-6.236247357359379,3.6683807962888224,4.668380795700587,Low
2882,3.85,9.222694537875851,-5.3726945378758515,1.3955050744104796,2.3955050741507393,Low
1295,7.0,14.784333518736252,-7.784333518736252,1.1120476453748864,2.112047645232029,Mid
3956,7.2,14.811316973576142,-7.611316973576142,1.0571273572943076,2.0571273571554185,Mid
100,1.4,4.2098050941510365,-2.8098050941510366,2.007003637245738,3.007003636531452,Low
1793,3.8,7.760277322557798,-3.960277322557798,1.0421782425041104,2.0421782422409525,Low
6072,8.39,33.071688306960326,-24.681688306960325,2.9417983675826607,3.9417983674634716,Mid
4333,4.49,9.10273606771107,-4.6127360677110705,1.0273354268783375,2.02733542665562,Low
838,1.2,3.627903939211407,-2.427903939211407,2.023253280990128,3.0232532801567946,Low
1039,8.5,18.030750208572886,-9.530750208572886,1.121264730288426,2.121264730170779,Mid
2770,29.999999,11.517846383067813,18.482152616932186,0.6160717744129297,0.383928225553737,Premium
5045,2.8,8.71418226202874,-5.914182262028739,2.11220794997019,3.112207949613047,Low
196,1.9,0.3322168242972676,1.5677831757027323,0.8251490394092543,0.17485096006442982,Low
6575,38.0,18.72673667263941,19.27326332736059,0.5071911401803526,0.4928088597933317,Premium
4825,1.65,3.48189373802396,-1.8318937380239602,1.1102386284325585,2.1102386278264977,Low
5213,4.1,8.314457672671278,-4.214457672671278,1.0279165052788688,2.027916505034966,Low
5091,1.7,4.382876041275431,-2.6828760412754304,1.5781623762925105,2.5781623757042755,Low
1870,33.0,13.5996604372963,19.4003395627037,0.5878890776398731,0.412110922329824,Premium
4664,12.0,5.484928368604972,6.515071631395028,0.5429226359043421,0.45707736401232457,High
6979,5.85,13.101616229153285,-7.251616229153285,1.2395925175920843,2.239592517421144,Mid
1421,1.9,5.835102770570423,-3.9351027705704227,2.0711067202627977,3.071106719736482,Low
3164,1.0,0.4852310155470345,0.5147689844529655,0.5147689839381965,0.48523101506180344,Low
527,4.5,9.088199716953069,-4.588199716953069,1.0195999368741042,2.0195999366518818,Low
