price_segment,count,pred_ratio_log_mean,pred_ratio_raw_mean,residual_log_mean,residual_raw_mean,underpred_log,underpred_raw
Low,366,1.2837071828374702,1.4036402900190634,-0.7654047608367673,-1.1539770474406703,0.29508196721311475,0.24863387978142076
Mid,364,1.0038556817137607,1.0640215961416932,-0.02954671389705419,-0.49269499225637714,0.5631868131868132,0.49175824175824173
High,365,0.9685693337879503,1.013295034562503,0.4028885572203343,-0.21936641617923372,0.5863013698630137,0.5150684931506849
Premium,365,0.8905814537674477,0.924105155183626,4.553579366324173,3.393581269023233,0.7123287671232876,0.6493150684931507
