sample_id,actual_price,predicted_price,model_name,target_used,residual,absolute_error,squared_error,percentage_error,absolute_percentage_error,prediction_ratio,price_segment
3909,5.5,3.705968478196102,LightGBM,target_price,1.7940315218038978,1.7940315218038978,3.2185491012260092,0.32618754935958366,0.32618754935958366,0.6738124504585982,Low
6004,37.499,28.570579423231827,LightGBM,target_price,8.928420576768175,8.928420576768175,79.71669399565737,0.23809756464252588,0.23809756464252588,0.7619024353308068,Premium
1768,27.49,19.634018426085124,LightGBM,target_price,7.855981573914875,7.855981573914875,61.71644648969003,0.28577597575951613,0.28577597575951613,0.714224024204107,Premium
3360,7.8,8.007970140219122,LightGBM,target_price,-0.20797014021912208,0.20797014021912208,0.0432515792227613,-0.026662838486212724,0.026662838486212724,1.0266628383580076,Mid
4700,12.99,11.177765458738095,LightGBM,target_price,1.8122345412619048,1.8122345412619048,3.2841940325427466,0.13950997237277865,0.13950997237277865,0.8604900275502391,High
865,3.5,3.219755826551699,LightGBM,target_price,0.2802441734483012,0.2802441734483012,0.07853679675172154,0.0800697638194947,0.0800697638194947,0.919930235894791,Low
7074,52.5,44.13598996087008,LightGBM,target_price,8.364010039129923,8.364010039129923,69.95666393466614,0.1593144769327735,0.1593144769327735,0.8406855230481789,Premium
2233,26.0,25.7167034589135,LightGBM,target_price,0.28329654108650004,0.28329654108650004,0.08025693019157501,0.010896020810600154,0.010896020810600154,0.9891039791509383,Premium
1720,22.0,11.165175071096971,LightGBM,target_price,10.834824928903029,10.834824928903029,117.39343123997851,0.49249204220047893,0.49249204220047893,0.5075079577540665,Premium
1662,4.7,10.679373515402474,LightGBM,target_price,-5.979373515402474,5.979373515402474,35.75290763669654,-1.2722071306660143,1.2722071306660143,2.272207130453248,Low
1566,11.49,15.208229753698944,LightGBM,target_price,-3.718229753698944,3.718229753698944,13.825232501292112,-0.32360572266103904,0.32360572266103904,1.3236057225740068,High
5141,3.2,5.40465905392507,LightGBM,target_price,-2.20465905392507,2.20465905392507,4.8605215440537854,-0.6889559541362856,0.6889559541362856,1.6889559538237855,Low
7264,63.86,56.6578197590662,LightGBM,target_price,7.202180240933799,7.202180240933799,51.87140022289724,0.11278077420640494,0.11278077420640494,0.8872192257779359,Premium
5464,127.0,112.68561450703125,LightGBM,target_price,14.314385492968754,14.314385492968754,204.90163204131431,0.11271169679414206,0.11271169679414206,0.8872883031979839,Premium
6348,31.79,26.528797028038948,LightGBM,target_price,5.261202971961051,5.261202971961051,27.680256712171797,0.1654986779426094,0.1654986779426094,0.8345013220259342,Premium
6283,17.99,30.801433460504335,LightGBM,target_price,-12.811433460504336,12.811433460504336,164.13282731293012,-0.7121419377316396,0.7121419377316396,1.7121419376760532,High
6419,30.9,30.320616940892176,LightGBM,target_price,0.5793830591078226,0.5793830591078226,0.3356847291811387,0.01875026081194409,0.01875026081194409,0.9812497391556935,Premium
763,7.9,12.568485396689258,LightGBM,target_price,-4.668485396689258,4.668485396689258,21.794755899100856,-0.590947518493457,0.590947518493457,1.5909475183668746,Mid
3297,4.8,5.705983616705257,LightGBM,target_price,-0.9059836167052575,0.9059836167052575,0.820806313738339,-0.1887465867742731,0.1887465867742731,1.1887465865659397,Low
2654,3.59,2.982650362003905,LightGBM,target_price,0.6073496379960948,0.6073496379960948,0.36887358277398735,0.16917817209663416,0.16917817209663416,0.8308218276248143,Low
2189,3.1399,4.9904636004321095,LightGBM,target_price,-1.8505636004321095,1.8505636004321095,3.424585639244252,-0.5893702346707663,0.5893702346707663,1.5893702343522849,Low
3945,1.9,2.1481681275329034,LightGBM,target_price,-0.24816812753290352,0.24816812753290352,0.06158741952318746,-0.13061480389594143,0.13061480389594143,1.1306148033696255,Low
6006,20.04,24.456436765638006,LightGBM,target_price,-4.416436765638007,4.416436765638007,19.5049137048791,-0.22038107611864402,0.22038107611864402,1.220381076068744,Premium
1197,19.8,11.556545701132793,LightGBM,target_price,8.243454298867208,8.243454298867208,67.95453877751225,0.41633607567933695,0.41633607567933695,0.583663924270158,Premium
429,7.5,7.15468406441414,LightGBM,target_price,0.3453159355858597,0.3453159355858597,0.11924309536953762,0.046042124738642345,0.046042124738642345,0.9539578751280243,Mid
4271,5.7,5.881130200998468,LightGBM,target_price,-0.1811302009984681,0.1811302009984681,0.03280814971374545,-0.031777228239770326,0.031777228239770326,1.0317772280643318,Low
3905,5.1,6.673428373578453,LightGBM,target_price,-1.5734283735784533,1.5734283735784533,2.4756768467817367,-0.30851536730783097,0.30851536730783097,1.3085153671117526,Low
2316,2.7,5.96007404792462,LightGBM,target_price,-3.26007404792462,3.26007404792462,10.628082797951619,-1.207434832117476,1.207434832117476,2.2074348317471055,Low
4584,13.5,9.422395090255508,LightGBM,target_price,4.077604909744492,4.077604909744492,16.62686179997239,0.302044808106848,0.302044808106848,0.697955191819078,High
7086,51.49,60.441346877892265,LightGBM,target_price,-8.951346877892263,8.951346877892263,80.12661092835157,-0.17384631729886224,0.17384631729886224,1.173846317279441,Premium
1992,16.5,15.325245746643766,LightGBM,target_price,1.1747542533562338,1.1747542533562338,1.3800475557785625,0.0711972274718204,0.0711972274718204,0.9288027724675735,High
7240,13.1,13.853758301817336,LightGBM,target_price,-0.7537583018173368,0.7537583018173368,0.5681515775585554,-0.05753880166105329,0.05753880166105329,1.0575388015847174,High
554,7.2,10.566482230641126,LightGBM,target_price,-3.366482230641126,3.366482230641126,11.333202609222452,-0.46756697641299433,0.46756697641299433,1.4675669762741055,Mid
1905,11.999,10.569269701712695,LightGBM,target_price,1.4297302982873052,1.4297302982873052,2.044128725840707,0.11915412102409793,0.11915412102409793,0.8808458788925618,High
2034,14.5,13.261803525888247,LightGBM,target_price,1.2381964741117528,1.2381964741117528,1.5331305085027767,0.08539286027767999,0.08539286027767999,0.9146071396533545,High
1215,6.2,6.038471613135704,LightGBM,target_price,0.16152838686429583,0.16152838686429583,0.026091419762981616,0.026052965619071427,0.026052965619071427,0.9739470342196382,Mid
1615,7.0,8.242715501339768,LightGBM,target_price,-1.2427155013397684,1.2427155013397684,1.544341817270152,-0.17753078588031965,0.17753078588031965,1.1775307857374624,Mid
1002,3.2,2.506185516577325,LightGBM,target_price,0.6938144834226754,0.6938144834226754,0.48137853740707387,0.21681702600183073,0.21681702600183073,0.7831829736856692,Low
2388,9.95,7.903377440485035,LightGBM,target_price,2.0466225595149643,2.0466225595149643,4.188663901115584,0.20569070947831897,0.20569070947831897,0.7943092904211785,Mid
6001,38.9,34.640649950235726,LightGBM,target_price,4.259350049764272,4.259350049764272,18.14206284642691,0.10949485988829763,0.10949485988829763,0.8905051400859955,Premium
1533,4.95,4.491429048094102,LightGBM,target_price,0.458570951905898,0.458570951905898,0.21028731793188143,0.09264059632591058,0.09264059632591058,0.9073594034720692,Low
5326,26.5,28.510583501474624,LightGBM,target_price,-2.010583501474624,2.010583501474624,4.04244601640196,-0.07587107552448125,0.07587107552448125,1.0758710754867453,Premium
