model_name,target_used,evaluation_scale,n,mae,rmse,r2,mape,median_absolute_error,mean_residual,median_residual,residual_std,underprediction_rate,overprediction_rate,severe_error_rate,extreme_error_rate
LightGBM,target_price,target_price,1460,3.2245794645382704,5.336465796362892,0.8929515591928825,0.27336887419894423,1.8199940856684726,0.2960450801071485,-0.1650531820355381,5.328247789498475,0.4780821917808219,0.5219178082191781,0.1273972602739726,0.03356164383561644
CatBoost,target_price,target_price,1460,3.3103716012606914,5.413634812220809,0.8898331839339132,0.2911762554346475,1.9471591166699702,0.3814327703722282,-0.16147431496614306,5.400180637883811,0.476027397260274,0.523972602739726,0.14452054794520547,0.036301369863013695
LightGBM,log_target_price,target_price,1460,3.2177689985050764,5.506857406165535,0.8860063793764152,0.25166037030204497,1.7537239706780654,0.7586535513733735,0.15249209359348415,5.454349024478428,0.5273972602739726,0.4726027397260274,0.10342465753424658,0.01986301369863014
CatBoost,log_target_price,target_price,1460,3.3061872265264243,5.72753126880468,0.8766872953504098,0.25435866238285554,1.7230756425333391,1.0398750998417536,0.1977329474605991,5.632341805311929,0.5390410958904109,0.46095890410958906,0.11232876712328767,0.019178082191780823
