price_segment,count,pred_ratio_log_mean,pred_ratio_raw_mean,residual_log_mean,residual_raw_mean,underpred_log,underpred_raw
Low,366,1.270945383327993,1.3657742891877653,-0.7114266015460802,-1.0535396851929004,0.31420765027322406,0.27049180327868855
Mid,364,1.0029641234918008,1.0450419018917783,-0.013608489496626713,-0.33856762442818755,0.5494505494505495,0.49175824175824173
High,365,0.9712294665933504,1.0059573567280395,0.37169506375809025,-0.1322951702140916,0.5835616438356165,0.5315068493150685
Premium,365,0.916442154883034,0.936010367225693,3.389866063222082,2.7105416278275123,0.663013698630137,0.6191780821917808
